ID,Language_ID,Parameter_ID,Lemma_ID,Gloss_ID,Tag_ID,Form,Segments,Comment,Source
560,2,144,,,,kezdeti,k e z d e t i,,
561,1,145,140,,34,ceːnaː,c eː n aː,,
562,1,145,140,,35,ceːnae,c eː n ae,,
563,2,145,,,,kertznaː,k e r t z n aː,,
564,2,145,,,,kertznaːiː,k e r t z n aː iː,,
565,1,146,141,,7,ceːnseoː,c eː n s e oː,,
566,1,146,141,,8,ceːnset,c eː n s e t,,
567,2,146,,,,kenseːjoː,k e n s eː j oː,,
568,2,146,,,,kenseːjeti,k e n s eː j e t i,,
569,1,147,142,,7,ceːveoː,c eː v e oː,,
570,1,147,142,,8,ceːvet,c eː v e t,,
571,2,147,,,,keːwejoː,k eː w e j oː,,
572,2,147,,,,keːwejeti,k eː w e j e t i,,
573,1,148,143,,41,ciːvis,c iː v i s,,
574,1,148,143,,42,ciːvis,c iː v i s,,
575,2,148,,,,keiwis,k ei w i s,,
576,2,148,,,,keiwes,k ei w e s,,
577,1,149,144,,3,ciːvitaːs,c iː v i t aː s,,
578,1,149,144,,4,ciːvitaːtis,c iː v i t aː t i s,,
579,2,149,,,,keiwitaːts,k ei w i t aː t s,,
580,2,149,,,,keiwitaːtes,k ei w i t aː t e s,,
581,1,150,145,,3,classis,c l a s s i s,,
582,1,150,145,,4,classis,c l a s s i s,,
583,2,150,,,,klaːssis,k l aː s s i s,,
584,2,150,,,,klaːsses,k l aː s s e s,,
585,1,151,146,,1,claudoː,c l au d oː,,
586,1,151,146,,2,claudit,c l au d i t,,
587,2,151,,,,klaudoː,k l au d oː,,
588,2,151,,,,klaudeti,k l au d e t i,,
589,1,152,147,,19,claːmoː,c l aː m oː,,
590,1,152,147,,20,claːmat,c l aː m a t,,
591,2,152,,,,klaːmaːjoː,k l aː m aː j oː,,
592,2,152,,,,klaːmaːjeti,k l aː m aː j e t i,,
593,1,153,148,,9,claːrus,c l aː r u s,,
594,1,153,148,,10,claːriː,c l aː r iː,,
595,2,153,,,,klaːzos,k l aː z o s,,
596,2,153,,,,klaːziː,k l aː z iː,,
597,1,154,149,,3,claːvis,c l aː v i s,,
598,1,154,149,,4,claːvis,c l aː v i s,,
599,2,154,,,,klaːwis,k l aː w i s,,
600,2,154,,,,klaːwes,k l aː w e s,,
601,1,155,150,,21,claːvus,c l aː v u s,,
602,1,155,150,,22,claːviː,c l aː v iː,,
603,2,155,,,,klaːwos,k l aː w o s,,
604,2,155,,,,klaːwiː,k l aː w iː,,
605,1,156,151,,1,clepoː,c l e p oː,,
606,1,156,151,,2,clepit,c l e p i t,,
607,2,156,,,,klepoː,k l e p oː,,
608,2,156,,,,klepeti,k l e p e t i,,
609,1,157,152,26,48,cleːmeːns,c l eː m eː n s,,
610,1,157,152,26,49,cleːmentis,c l eː m e n t i s,,
611,2,157,,26,,kleiments,k l ei m e n t s,,
612,2,157,,26,,kleimentes,k l ei m e n t e s,,
613,1,158,153,,21,clipeus,c l i p e u s,,
614,1,158,153,,22,clipeiː,c l i p e iː,,
615,2,158,,,,klupeos,k l u p e o s,,
616,2,158,,,,klupeiː,k l u p e iː,,
617,1,159,154,,19,cliːnoː,c l iː n oː,,
618,1,159,154,,20,cliːnat,c l iː n a t,,
619,2,159,,,,kleinaːjoː,k l ei n aː j oː,,
620,2,159,,,,kleinaːjeti,k l ei n aː j e t i,,
621,1,160,155,,7,clueoː,c l u e oː,,
622,1,160,155,,8,cluet,c l u e t,,
623,2,160,,,,klueːoː,k l u eː oː,,
624,2,160,,,,klueːeti,k l u eː e t i,,
625,1,161,156,,41,cluːnis,c l uː n i s,,
626,1,161,156,,42,cluːnis,c l uː n i s,,
627,2,161,,,,klounis,k l ou n i s,,
628,2,161,,,,klounes,k l ou n e s,,
629,1,162,157,,3,cohors,c o h o r s,,
630,1,162,157,,4,cohortis,c o h o r t i s,,
631,2,162,,,,komɣortis,k o m ɣ o r t i s,,
632,2,162,,,,komɣortes,k o m ɣ o r t e s,,
633,1,163,158,27,17,cohum,c o h u m,,
634,1,163,158,27,18,cohiː,c o h iː,,
635,2,163,,27,,koɣom,k o ɣ o m,,
636,2,163,,27,,koɣiː,k o ɣ iː,,
637,1,164,159,,5,collis,c o l l i s,,
638,1,164,159,,6,collis,c o l l i s,,
639,2,164,,,,kolnis,k o l n i s,,
640,2,164,,,,kolnes,k o l n e s,,
641,1,165,160,,21,collus,c o l l u s,,
642,1,165,160,,22,colliː,c o l l iː,,
643,2,165,,,,kwolsos,k w o l s o s,,
644,2,165,,,,kwolsiː,k w o l s iː,,
645,1,166,161,,1,coloː,c o l oː,,
646,1,166,161,,2,colit,c o l i t,,
647,2,166,,,,kʷeloː,kʷ e l oː,,
648,2,166,,,,kʷeleti,kʷ e l e t i,,
649,1,167,162,,5,coloːs,c o l oː s,,
650,1,167,162,,6,coloːris,c o l oː r i s,,
651,2,167,,,,keloːs,k e l oː s,,
652,2,167,,,,kolozes,k o l o z e s,,
653,1,168,163,,21,coluber,c o l u b e r,,
654,1,168,163,,22,colubriː,c o l u b r iː,,
655,2,168,,,,kolozros,k o l o z r o s,,
656,2,168,,,,kolozriː,k o l o z r iː,,
657,1,169,164,,34,colubra,c o l u b r a,,
658,1,169,164,,35,colubrae,c o l u b r ae,,
659,2,169,,,,kolozraː,k o l o z r aː,,
660,2,169,,,,kolozraːiː,k o l o z r aː iː,,
661,1,170,165,,13,columen,c o l u m e n,,
662,1,170,165,,14,columinis,c o l u m i n i s,,
663,2,170,,,,kolamen,k o l a m e n,,
664,2,170,,,,kolamenes,k o l a m e n e s,,
665,1,171,166,,11,colus,c o l u s,,
666,1,171,166,,12,coluːs,c o l uː s,,
667,2,171,,,,kʷelus,kʷ e l u s,,
668,2,171,,,,kʷeluos,kʷ e l u o s,,
669,1,172,167,,41,comes,c o m e s,,
670,1,172,167,,42,comitis,c o m i t i s,,
671,2,172,,,,komits,k o m i t s,,
672,2,172,,,,komites,k o m i t e s,,
673,1,173,168,,23,commuːnis,c o m m uː n i s,,
674,1,173,168,,24,commuːnis,c o m m uː n i s,,
675,2,173,,,,kommoinis,k o m m oi n i s,,
676,2,173,,,,kommoines,k o m m oi n e s,,
677,1,174,169,,48,compos,c o m p o s,,
678,1,174,169,,49,compotis,c o m p o t i s,,
679,2,174,,,,kompotis,k o m p o t i s,,
680,2,174,,,,kompotes,k o m p o t e s,,
681,1,175,170,,1,conduːcoː,c o n d uː c oː,,
682,1,175,170,,2,conduːcit,c o n d uː c i t,,
683,2,175,,,,komdoukoː,k o m d ou k oː,,
684,2,175,,,,komdouketi,k o m d ou k e t i,,
685,1,176,171,,50,coːnor,c oː n o r,,
686,1,176,171,,51,conaːtur,c o n aː t u r,,
687,2,176,,,,koːnaːjoːr,k oː n aː j oː r,,
688,2,176,,,,konaːjetor,k o n aː j e t o r,,
689,1,177,172,28,1,coːnsuloː,c oː n s u l oː,,
690,1,177,172,28,2,coːnsulit,c oː n s u l i t,,
691,2,177,,28,,komseloː,k o m s e l oː,,
692,2,177,,28,,komseleti,k o m s e l e t i,,
693,1,178,173,,3,contioː,c o n t i oː,,
694,1,178,173,,4,contioːnis,c o n t i oː n i s,,
695,2,178,,,,komwentioː,k o m w e n t i oː,,
696,2,178,,,,komwentioːnes,k o m w e n t i oː n e s,,
697,1,179,174,,0,contraː,c o n t r aː,,
698,2,179,,,,komteraːd,k o m t e r aː d,,
699,1,180,175,29,9,convexus,c o n v e x u s,,
700,1,180,175,29,10,convexiː,c o n v e x iː,,
701,2,180,,29,,komwekttos,k o m w e k t t o s,,
702,2,180,,29,,komwekttiː,k o m w e k t t iː,,
703,1,181,176,,1,coquoː,c o qu oː,,
704,1,181,176,,2,coquit,c o qu i t,,
705,2,181,,,,kʷekʷoː,kʷ e kʷ oː,,
706,2,181,,,,kʷekʷeti,kʷ e kʷ e t i,,
707,1,182,177,,13,cor,c o r,,
708,1,182,177,,14,cordis,c o r d i s,,
709,2,182,,,,kord,k o r d,,
710,2,182,,,,kordes,k o r d e s,,
711,1,183,178,,13,corpus,c o r p u s,,
712,1,183,178,,14,corporis,c o r p o r i s,,
713,2,183,,,,korpos,k o r p o s,,
714,2,183,,,,korpozes,k o r p o z e s,,
715,1,184,179,,21,corvus,c o r v u s,,
716,1,184,179,,22,corviː,c o r v iː,,
717,2,184,,,,korwos,k o r w o s,,
718,2,184,,,,korwiː,k o r w iː,,
719,1,185,180,,23,coːmis,c oː m i s,,
720,1,185,180,,24,coːmis,c oː m i s,,
721,2,185,,,,komsmis,k o m s m i s,,
722,2,185,,,,komsmes,k o m s m e s,,
723,1,186,181,30,7,coːniːveoː,c oː n iː v e oː,,
724,1,186,181,30,8,coːniːvet,c oː n iː v e t,,
725,2,186,,30,,komkneiɣʷeːoː,k o m k n ei ɣʷ eː oː,,
726,2,186,,30,,komkneiɣʷeːeti,k o m k n ei ɣʷ eː e t i,,
727,1,187,182,,48,coːnstaːns,c oː n s t aː n s,,
728,1,187,182,,49,coːnstantis,c oː n s t a n t i s,,
729,2,187,,,,komstajeːnts,k o m s t a j eː n t s,,
730,2,187,,,,komstajeːnts,k o m s t a j eː n t s,,
731,1,188,182,,19,coːnstoː,c oː n s t oː,,
732,1,188,182,,20,coːnstat,c oː n s t a t,,
733,2,188,,,,komstajeːoː,k o m s t a j eː oː,,
734,2,188,,,,komstajeːeti,k o m s t a j eː e t i,,
735,1,189,183,,3,coːs,c oː s,,
736,1,189,183,,4,coːtis,c oː t i s,,
737,2,189,,,,koːtis,k oː t i s,,
738,2,189,,,,koːtes,k oː t e s,,
739,1,190,184,,0,coːram,c oː r a m,,
740,2,190,,,,kooːsaːm,k o oː s aː m,,
741,1,191,185,,17,corium,c o r i u m,,
742,1,191,185,,18,coriiː,c o r i iː,,
743,2,191,,,,korjom,k o r j o m,,
744,2,191,,,,korjiː,k o r j iː,,
745,1,192,186,,34,coxa,c o x a,,
746,1,192,186,,35,coxae,c o x ae,,
747,2,192,,,,koksaː,k o k s aː,,
748,2,192,,,,koksaːiː,k o k s aː iː,,
749,1,193,187,,3,coxendiːx,c o x e n d iː x,,
750,1,193,187,,4,coxendiːcis,c o x e n d iː c i s,,
751,2,193,,,,koksedniːks,k o k s e d n iː k s,,
752,2,193,,,,koksedniːkes,k o k s e d n iː k e s,,
753,1,194,188,31,9,crassus,c r a s s u s,,
754,1,194,188,31,10,crassiː,c r a s s iː,,
755,2,194,,31,,krattos,k r a t t o s,,
756,2,194,,31,,krattiː,k r a t t iː,,
757,1,195,189,,5,craːbroː,c r aː b r oː,,
758,1,195,189,,6,craːbroːnis,c r aː b r oː n i s,,
759,2,195,,,,kraːzroː,k r aː z r oː,,
760,2,195,,,,kraːzroːnis,k r aː z r oː n i s,,
761,1,196,190,,29,craːs,c r aː s,,
762,2,196,,,,kraːs,k r aː s,,
763,1,197,191,,3,craːtis,c r aː t i s,,
764,1,197,191,,4,craːtis,c r aː t i s,,
765,2,197,,,,kraːtis,k r aː t i s,,
766,2,197,,,,kraːtes,k r aː t e s,,
767,1,198,192,,19,creoː,c r e oː,,
768,1,198,192,,20,creat,c r e a t,,
769,2,198,,,,kreːaːjoː,k r eː aː j oː,,
770,2,198,,,,kreːaːjetiː,k r eː aː j e t iː,,
771,1,199,193,,1,creːdoː,c r eː d oː,,
772,1,199,193,,2,creːdit,c r eː d i t,,
773,2,199,,,,krezðoː,k r e z ð oː,,
774,2,199,,,,krezðeti,k r e z ð e t i,,
775,1,200,194,,9,creper,c r e p e r,,
776,1,200,194,,10,creperiː,c r e p e r iː,,
777,2,200,,,,kreperos,k r e p e r o s,,
778,2,200,,,,kreperiː,k r e p e r iː,,
779,1,201,195,,19,crepoː,c r e p oː,,
780,1,201,195,,20,crepat,c r e p a t,,
781,2,201,,,,krepaːjoː,k r e p aː j oː,,
782,2,201,,,,krepaːjeti,k r e p aː j e t i,,
783,1,202,196,,17,crepusculum,c r e p u s c u l u m,,
784,1,202,196,,18,crepusculiː,c r e p u s c u l iː,,
785,2,202,,,,kreposkolom,k r e p o s k o l o m,,
786,2,202,,,,kreposkoliː,k r e p o s k o l iː,,
787,1,203,197,,1,creːscoː,c r eː s c oː,,
788,1,203,197,,2,creːscit,c r eː s c i t,,
789,2,203,,,,kreːskoː,k r eː s k oː,,
790,2,203,,,,kreːsketi,k r eː s k e t i,,
791,1,204,198,,17,criːbrum,c r iː b r u m,,
792,1,204,198,,18,criːbriː,c r iː b r iː,,
793,2,204,,,,kreiðrom,k r ei ð r o m,,
794,2,204,,,,kreiðriː,k r ei ð r iː,,
795,1,205,199,,13,criːmen,c r iː m e n,,
796,1,205,199,,14,criːminis,c r iː m i n i s,,
797,2,205,,,,kreimen,k r ei m e n,,
798,2,205,,,,kreimenes,k r ei m e n e s,,
799,1,206,200,,5,criːnis,c r iː n i s,,
800,1,206,200,,6,criːnis,c r iː n i s,,
801,2,206,,,,kriznis,k r i z n i s,,
802,2,206,,,,kriznes,k r i z n e s,,
803,1,207,201,,9,crispus,c r i s p u s,,
804,1,207,201,,10,crispiː,c r i s p iː,,
805,2,207,,,,krispos,k r i s p o s,,
806,2,207,,,,krispiː,k r i s p iː,,
807,1,208,202,,9,cruːdus,c r uː d u s,,
808,1,208,202,,10,cruːdiː,c r uː d iː,,
809,2,208,,,,krowoðos,k r o w o ð o s,,
810,2,208,,,,krowoðiː,k r o w o ð iː,,
811,1,209,203,32,5,cruor,c r u o r,,
812,1,209,203,32,6,cruoːris,c r u oː r i s,,
813,2,209,,32,,kruwoːs,k r u w oː s,,
814,2,209,,32,,kruwoːses,k r u w oː s e s,,
815,1,210,204,,13,cruːs,c r uː s,,
816,1,210,204,,14,cruːris,c r uː r i s,,
817,2,210,,,,kruːs,k r uː s,,
818,2,210,,,,kruːses,k r uː s e s,,
819,1,211,205,,34,crusta,c r u s t a,,
820,1,211,205,,35,crustae,c r u s t ae,,
821,2,211,,,,krustaː,k r u s t aː,,
822,2,211,,,,krustaːiː,k r u s t aː iː,,
823,1,212,206,,3,crux,c r u x,,
824,1,212,206,,4,crucis,c r u c i s,,
825,2,212,,,,kruks,k r u k s,,
826,2,212,,,,krukes,k r u k e s,,
827,1,213,207,,19,cuboː,c u b oː,,
828,1,213,207,,20,cubat,c u b a t,,
829,2,213,,,,kubaːjoː,k u b aː j oː,,
830,2,213,,,,kubaːjeti,k u b aː j e t i,,
831,1,214,208,33,5,culex,c u l e x,,
832,1,214,208,33,6,culicis,c u l i c i s,,
833,2,214,,33,,kuːliks,k uː l i k s,,
834,2,214,,33,,kuːlikes,k uː l i k e s,,
835,1,215,209,,52,cuiius,c ui i u s,,
836,2,215,,,,kʷojjos,kʷ o j j o s,,
837,1,216,210,,13,culmen,c u l m e n,,
838,1,216,210,,14,culminis,c u l m i n i s,,
839,2,216,,,,kolamen,k o l a m e n,,
840,2,216,,,,kolamenes,k o l a m e n e s,,
841,1,217,211,,21,culter,c u l t e r,,
842,1,217,211,,22,cultriː,c u l t r iː,,
843,2,217,,,,koltros,k o l t r o s,,
844,2,217,,,,koltriː,k o l t r iː,,
845,1,218,212,,34,culpa,c u l p a,,
846,1,218,212,,35,culpae,c u l p ae,,
847,2,218,,,,kʷolpaː,kʷ o l p aː,,
848,2,218,,,,kʷolpaːiː,kʷ o l p aː iː,,
849,1,219,213,,0,cum,c u m,,
850,2,219,,,,kom,k o m,,
851,1,220,214,34,34,cuːna,c uː n a,,
852,1,220,214,34,35,cuːnae,c uː n ae,,
853,2,220,,34,,koinaː,k oi n aː,,
854,2,220,,34,,koinaːiː,k oi n aː iː,,
855,1,221,215,,50,cunctor,c u n c t o r,,
856,1,221,215,,51,cunctaːtur,c u n c t aː t u r,,
857,2,221,,,,konkitaːjoːr,k o n k i t aː j oː r,,
858,2,221,,,,konkitaːjetior,k o n k i t aː j e t i o r,,
859,1,222,216,,9,cunctus,c u n c t u s,,
860,1,222,216,,10,cunctiː,c u n c t iː,,
861,2,222,,,,komkitos,k o m k i t o s,,
862,2,222,,,,komkitiː,k o m k i t iː,,
863,1,223,217,,21,cunnus,c u n n u s,,
864,1,223,217,,22,cunniː,c u n n iː,,
865,2,223,,,,kutnos,k u t n o s,,
866,2,223,,,,kutniː,k u t n iː,,
867,1,224,218,,1,cupio,c u p i o,,
868,1,224,218,,2,cupit,c u p i t,,
869,2,224,,,,kupjoː,k u p j oː,,
870,2,224,,,,kupjeti,k u p j e t i,,
871,1,225,219,,1,curroː,c u r r oː,,
872,1,225,219,,2,currit,c u r r i t,,
873,2,225,,,,korzoː,k o r z oː,,
874,2,225,,,,korzeti,k o r z e t i,,
875,1,226,220,,15,currus,c u r r u s,,
876,1,226,220,,16,curruːs,c u r r uː s,,
877,2,226,,,,korzos,k o r z o s,,
878,2,226,,,,korzuos,k o r z u o s,,
879,1,227,221,,9,curtus,c u r t u s,,
880,1,227,221,,10,curtiː,c u r t iː,,
881,2,227,,,,kortos,k o r t o s,,
882,2,227,,,,kortiː,k o r t iː,,
883,1,228,222,,9,curvus,c u r v u s,,
884,1,228,222,,10,curviː,c u r v iː,,
885,2,228,,,,korwos,k o r w o s,,
886,2,228,,,,korwiː,k o r w iː,,
887,1,229,223,,1,cuːdoː,c uː d oː,,
888,1,229,223,,2,cuːdit,c uː d i t,,
889,2,229,,,,kuːdoː,k uː d oː,,
890,2,229,,,,kuːdeti,k uː d e t i,,
891,1,230,224,,29,cuːr,c uː r,,
892,2,230,,,,kʷoːr,kʷ oː r,,
893,1,231,225,,34,cuːra,c uː r a,,
894,1,231,225,,35,cuːrae,c uː r ae,,
895,2,231,,,,kʷoizaː,kʷ oi z aː,,
896,2,231,,,,kʷoizaːiː,kʷ oi z aː iː,,
897,1,232,226,,34,cuːria,c uː r i a,,
898,1,232,226,,35,cuːriae,c uː r i ae,,
899,2,232,,,,kowirijaː,k o w i r i j aː,,
900,2,232,,,,kowirijaːiː,k o w i r i j aː iː,,
901,1,233,227,,5,custoːs,c u s t oː s,,
902,1,233,227,,6,custoːdis,c u s t oː d i s,,
903,2,233,,,,kustots,k u s t o t s,,
904,2,233,,,,kustoːdes,k u s t oː d e s,,
905,1,234,228,,17,damnum,d a m n u m,,
906,1,234,228,,18,damniː,d a m n iː,,
907,2,234,,,,dapnom,d a p n o m,,
908,2,234,,,,dapniː,d a p n iː,,
909,1,235,229,,3,daps,d a p s,,
910,1,235,229,,4,dapes,d a p e s,,
911,2,235,,,,dapis,d a p i s,,
912,2,235,,,,dapes,d a p e s,,
913,1,236,230,,34,dea,d e a,,
914,1,236,230,,35,deae,d e ae,,
915,2,236,,,,deiwaː,d ei w aː,,
916,2,236,,,,deiwaːiː,d ei w aː iː,,
917,1,237,231,,46,decem,d e c e m,,
918,2,237,,,,dekem,d e k e m,,
919,1,238,232,,7,deceoː,d e c e oː,,
920,1,238,232,,8,decet,d e c e t,,
921,2,238,,,,dekeːjoː,d e k eː j oː,,
922,2,238,,,,dekeːjeti,d e k eː j e t i,,
923,1,239,233,,9,decimus,d e c i m u s,,
924,1,239,233,,10,decimiː,d e c i m iː,,
925,2,239,,,,dekemos,d e k e m o s,,
926,2,239,,,,dekemiː,d e k e m iː,,
927,1,240,234,,13,decus,d e c u s,,
928,1,240,234,,14,decoris,d e c o r i s,,
929,2,240,,,,dekos,d e k o s,,
930,2,240,,,,dekozes,d e k o z e s,,
931,1,241,235,35,21,deus,d e u s,,
932,1,241,235,35,53,deum,d e u m,,
933,2,241,,35,,deiwos,d ei w o s,,
934,2,241,,35,,deiwom,d ei w o m,,
935,1,242,236,,9,dexter,d e x t e r,,
936,1,242,236,,10,dexteriː,d e x t e r iː,,
937,2,242,,,,deksiteros,d e k s i t e r o s,,
938,2,242,,,,deksiteriː,d e k s i t e r iː,,
939,1,243,237,,0,deː,d eː,,
940,2,243,,,,deː,d eː,,
941,1,244,238,,7,deːleoː,d eː l e oː,,
942,1,244,238,,8,deːlet,d eː l e t,,
943,2,244,,,,deːolejoː,d eː o l e j oː,,
944,2,244,,,,deːolejeti,d eː o l e j e t i,,
945,1,245,239,,5,deːns,d eː n s,,
946,1,245,239,,6,deːntis,d eː n t i s,,
947,2,245,,,,dents,d e n t s,,
948,2,245,,,,dentes,d e n t e s,,
949,1,246,240,36,9,deːnsus,d eː n s u s,,
950,1,246,240,36,10,deːnsiː,d eː n s iː,,
951,2,246,,36,,densos,d e n s o s,,
952,2,246,,36,,densiː,d e n s iː,,
953,1,247,241,,29,deːnuoː,d eː n u oː,,
954,2,247,,,,deː,d eː,,
955,2,247,,,,nowoːd,n o w oː d,,
956,1,248,242,,19,deːriːvoː,d eː r iː v oː,,
957,1,248,242,,20,deːriːvat,d eː r iː v a t,,
958,2,248,,,,deːreiwaːjoː,d eː r ei w aː j oː,,
959,2,248,,,,deːreiwaːjeti,d eː r ei w aː j e t i,,
960,1,249,243,,23,difficilis,d i f f i c i l i s,,
961,1,249,243,,24,difficilis,d i f f i c i l i s,,
962,2,249,,,,dwisfakelis,d w i s f a k e l i s,,
963,2,249,,,,dwisfakeles,d w i s f a k e l e s,,
964,1,250,244,,3,difficultaːs,d i f f i c u l t aː s,,
965,1,250,244,,4,difficultaːtis,d i f f i c u l t aː t i s,,
966,2,250,,,,dwisfakelitaːts,d w i s f a k e l i t aː t s,,
967,2,250,,,,dwisfakelitaːtes,d w i s f a k e l i t aː t e s,,
968,1,251,245,37,21,digitus,d i g i t u s,,
969,1,251,245,37,22,digitiː,d i g i t iː,,
970,2,251,,37,,dikitos,d i k i t o s,,
971,2,251,,37,,dikitiː,d i k i t iː,,
972,1,252,246,38,9,diŋnus,d i ŋ n u s,,
973,1,252,246,38,10,diŋniː,d i ŋ n iː,,
974,2,252,,38,,deknos,d e k n o s,,
975,2,252,,38,,dekniː,d e k n iː,,
976,1,253,247,,21,discipulus,d i s c i p u l u s,,
977,1,253,247,,22,discipuliː,d i s c i p u l iː,,
978,2,253,,,,dwiskapelos,d w i s k a p e l o s,,
979,2,253,,,,dwiskapeliː,d w i s k a p e l iː,,
980,1,254,248,39,1,discoː,d i s c oː,,
981,1,254,248,39,2,discit,d i s c i t,,
982,2,254,,39,,dikskoː,d i k s k oː,,
983,2,254,,39,,diksketi,d i k s k e t i,,
984,1,255,249,,19,dissipoː,d i s s i p oː,,
985,1,255,249,,20,dissipat,d i s s i p a t,,
986,2,255,,,,dwissupaːjoː,d w i s s u p aː j oː,,
987,2,255,,,,dwissupaːjeti,d w i s s u p aː j e t i,,
988,1,256,250,,25,distortus,d i s t o r t u s,,
989,1,256,250,,26,distortiː,d i s t o r t iː,,
990,2,256,,,,dwistorktos,d w i s t o r k t o s,,
991,2,256,,,,dwistorktiː,d w i s t o r k t iː,,
992,1,257,251,,1,diːcoː,d iː c oː,,
993,1,257,251,,2,diːcit,d iː c i t,,
994,2,257,,,,deikoː,d ei k oː,,
995,2,257,,,,deiketi,d ei k e t i,,
996,1,258,252,40,1,diːminuoː,d iː m i n u oː,,
997,1,258,252,40,2,diːminuit,d iː m i n u i t,,
998,2,258,,40,,dwizminwoː,d w i z m i n w oː,,
999,2,258,,40,,dwizminwetiː,d w i z m i n w e t iː,,
1000,1,259,253,41,9,diːreːctus,d iː r eː c t u s,,
1001,1,259,253,41,10,diːreːctiː,d iː r eː c t iː,,
1002,2,259,,41,,dwizrektos,d w i z r e k t o s,,
1003,2,259,,41,,dwizrektiː,d w i z r e k t iː,,
1004,1,260,254,42,1,diːrigoː,d iː r i g oː,,
1005,1,260,254,42,2,diːrigit,d iː r i g i t,,
1006,2,260,,42,,dwizregoː,d w i z r e g oː,,
1007,2,260,,42,,dwizregeti,d w i z r e g e t i,,
1008,1,261,255,43,3,diːruptioː,d iː r u p t i oː,,
1009,1,261,255,43,4,diːruptioːnis,d iː r u p t i oː n i s,,
1010,2,261,,43,,dwizruptjoː,d w i z r u p t j oː,,
1011,2,261,,43,,dwizruptjoːnes,d w i z r u p t j oː n e s,,
1012,1,262,256,44,9,diːrus,d iː r u s,,
1013,1,262,256,44,10,diːriː,d iː r iː,,
1014,2,262,,44,,dweiros,d w ei r o s,,
1015,2,262,,44,,dweiriː,d w ei r iː,,
1016,1,263,235,45,54,diːviː,d iː v iː,,
1017,1,263,235,45,55,diːviːs,d iː v iː s,,
1018,2,263,,45,,deiwei,d ei w ei,,
1019,2,263,,45,,deiwois,d ei w oi s,,
1020,1,264,257,46,48,diːves,d iː v e s,,
1021,1,264,257,46,49,diːtis,d iː t i s,,
1022,2,264,,46,,deiwets,d ei w e t s,,
1023,2,264,,46,,deiwetes,d ei w e t e s,,
1024,1,265,251,,56,diːxiː,d iː x iː,,
1025,2,265,,,,deiksai,d ei k s ai,,
1026,1,266,258,,7,doceoː,d o c e oː,,
1027,1,266,258,,8,docet,d o c e t,,
1028,2,266,,,,dokejoː,d o k e j oː,,
1029,2,266,,,,dokejeti,d o k e j e t i,,
1030,1,267,259,,7,doleoː,d o l e oː,,
1031,1,267,259,,8,dolet,d o l e t,,
1032,2,267,,,,dolejoː,d o l e j oː,,
1033,2,267,,,,dolejeti,d o l e j e t i,,
1034,1,268,260,47,5,doloːs,d o l oː s,,
1035,1,268,260,47,6,doloːris,d o l oː r i s,,
1036,2,268,,47,,doloːs,d o l oː s,,
1037,2,268,,47,,doloːses,d o l oː s e s,,
1038,1,269,260,,19,doloː,d o l oː,,
1039,1,269,260,,20,dolat,d o l a t,,
1040,2,269,,,,dolajoː,d o l a j oː,,
1041,2,269,,,,dolajetiː,d o l a j e t iː,,
1042,1,270,261,,21,dominus,d o m i n u s,,
1043,1,270,261,,22,dominiː,d o m i n iː,,
1044,2,270,,,,domunos,d o m u n o s,,
1045,2,270,,,,domonos,d o m o n o s,,
1046,2,270,,,,domanos,d o m a n o s,,
1047,2,270,,,,domuniː,d o m u n iː,,
1048,2,270,,,,domoniː,d o m o n iː,,
1049,2,270,,,,domaniː,d o m a n iː,,
1050,1,271,262,,19,domoː,d o m oː,,
1051,1,271,262,,20,domat,d o m a t,,
1052,2,271,,,,domaːjoː,d o m aː j oː,,
1053,2,271,,,,domajeti,d o m a j e t i,,
1054,1,272,263,,11,domus,d o m u s,,
1055,1,272,263,,12,domuːs,d o m uː s,,
1056,2,272,,,,domos,d o m o s,,
1057,2,272,,,,domous,d o m ou s,,
1058,1,273,264,,36,dormioː,d o r m i oː,,
1059,1,273,264,,37,dormit,d o r m i t,,
1060,2,273,,,,dormjoː,d o r m j oː,,
1061,2,273,,,,dormjeti,d o r m j e t i,,
1062,1,274,265,,17,dorsum,d o r s u m,,
1063,1,274,265,,18,dorsiː,d o r s iː,,
1064,2,274,,,,dorsom,d o r s o m,,
1065,2,274,,,,dorsiː,d o r s iː,,
1066,1,275,266,48,19,doː,d oː,,
1067,1,275,266,48,20,dat,d a t,,
1068,2,275,,48,,daoː,d a oː,,
1069,2,275,,48,,dati,d a t i,,
1070,1,276,267,,19,doːnoː,d oː n oː,,
1071,1,276,267,,20,doːnat,d oː n a t,,
1072,2,276,,,,doːnaːjoː,d oː n aː j oː,,
1073,2,276,,,,doːnaːjeti,d oː n aː j e t i,,
1074,1,277,268,,17,doːnum,d oː n u m,,
1075,1,277,268,,18,doːniː,d oː n iː,,
1076,2,277,,,,doːnom,d oː n o m,,
1077,2,277,,,,doːniː,d oː n iː,,
1078,1,278,269,,3,doːs,d oː s,,
1079,1,278,269,,4,doːtis,d oː t i s,,
1080,2,278,,,,doːtis,d oː t i s,,
1081,2,278,,,,doːtis,d oː t i s,,
1082,1,279,270,,9,dubius,d u b i u s,,
1083,1,279,270,,10,dubiiː,d u b i iː,,
1084,2,279,,,,duifwos,d u i f w o s,,
1085,2,279,,,,dufwos,d u f w o s,,
1086,2,279,,,,duifwiː,d u i f w iː,,
1087,2,279,,,,dufwiː,d u f w iː,,
